age_segment;dt;item_topic;item_topic (copy);record_id;source_topic;топ-10;visits
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1047777;Искусство;Топ-10 тем;2
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1047846;История;Топ-10 тем;3
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1047919;Кино;Топ-10 тем;4
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048040;Одежда;Топ-10 тем;2
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048111;Полезные советы;Топ-10 тем;8
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048185;Политика;Топ-10 тем;1
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048235;Психология;Топ-10 тем;2
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048299;Путешествия;Топ-10 тем;4
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048368;Ремонт;Топ-10 тем;1
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048418;Россия;Топ-10 тем;9
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048500;Сад и дача;Топ-10 тем;3
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048565;Сделай сам;Топ-10 тем;2
18-25;24.09.2019 18:53:00;Интересные факты;Интересные факты;1048618;Семейные отношения;Топ-10 тем;5
18-25;24.09.2019 18:53:00;Искусство;Искусство;1048997;Дети;Остальные;3
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049091;Знаменитости;Остальные;2
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049195;Искусство;Остальные;3
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049250;История;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049314;Кино;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049379;Музыка;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049424;Одежда;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049476;Полезные советы;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049531;Политика;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049607;Путешествия;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049664;Ремонт;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049713;Россия;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049833;Семейные отношения;Остальные;1
18-25;24.09.2019 18:53:00;Искусство;Искусство;1049901;Семья;Остальные;1
18-25;24.09.2019 18:53:00;История;История;1050142;Дети;Топ-10 тем;2
18-25;24.09.2019 18:53:00;История;История;1050204;Еда;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1050238;Здоровье;Топ-10 тем;3
18-25;24.09.2019 18:53:00;История;История;1050394;Искусство;Топ-10 тем;2
18-25;24.09.2019 18:53:00;История;История;1050460;История;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1050523;Кино;Топ-10 тем;2
18-25;24.09.2019 18:53:00;История;История;1050681;Полезные советы;Топ-10 тем;4
18-25;24.09.2019 18:53:00;История;История;1050744;Политика;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1050801;Психология;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1050855;Путешествия;Топ-10 тем;9
18-25;24.09.2019 18:53:00;История;История;1050931;Ремонт;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1050981;Россия;Топ-10 тем;2
18-25;24.09.2019 18:53:00;История;История;1051050;Сад и дача;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1051095;Сделай сам;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1051146;Семейные отношения;Топ-10 тем;5
18-25;24.09.2019 18:53:00;История;История;1051219;Семья;Топ-10 тем;1
18-25;24.09.2019 18:53:00;История;История;1051281;Спорт;Топ-10 тем;1
18-25;24.09.2019 18:53:00;Красота;Красота;1051504;Еда;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1051554;Здоровье;Остальные;2
18-25;24.09.2019 18:53:00;Красота;Красота;1051617;Знаменитости;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1051778;История;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1051896;Одежда;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1051955;Полезные советы;Остальные;5
18-25;24.09.2019 18:53:00;Красота;Красота;1052018;Политика;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1052164;Ремонт;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1052212;Россия;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1052267;Сад и дача;Остальные;3
18-25;24.09.2019 18:53:00;Красота;Красота;1052325;Сделай сам;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1052382;Семейные отношения;Остальные;1
18-25;24.09.2019 18:53:00;Красота;Красота;1052510;Строительство;Остальные;1
18-25;24.09.2019 18:53:00;Культура;Культура;1052656;Дети;Остальные;2
18-25;24.09.2019 18:53:00;Культура;Культура;1052769;Знаменитости;Остальные;4
18-25;24.09.2019 18:53:00;Культура;Культура;1052842;Интерьеры;Остальные;1
18-25;24.09.2019 18:53:00;Культура;Культура;1052886;Искусство;Остальные;1
18-25;24.09.2019 18:53:00;Культура;Культура;1052954;История;Остальные;3
18-25;24.09.2019 18:53:00;Культура;Культура;1053015;Кино;Остальные;3
